State	Haunted_Places_Year	Haunted_Places_Witness_Count_Description	Audio_Evidence_Count_Description	Visual_Evidence_Count_Description	Morning_Event_Count_Description	Evening_Event_Count_Description	Dusk_Event_Count_Description	Avg_Daylight_Hours_In_Year_Description	Appar_Orb_Count_Description	Appar_Ghost_Count_Description	Appar_UFO_Count_Description	Murder_Event_Count_Description	Death_Event_Count_Description	Supernatural_Event_Count_Description	Binge_Drinking_Rate_Description	Annual_Alcohol_Deaths_Description	Violent_Crime_Per_100k_Description	Homicide_Incidents_Per_100K_Description	Anxiety_Disorder_Count_Description	Attention_Deficit/Hyperactivity_Disorder_Count_Description	Bipolar_Disorder_Count_Description	Primary_Depressive_Disorder_Count_Description	Trauma_And_Stressor_Related_Disorder_Count_Description	Primary_Schizophrenia_And_Other_Psychotic_Disorders_Count_Description	Co_Occurring_Mental_Health_And_Substance_Use_Disorders_Count_Description	Ozone_ppb_Description	SO2_ppb_Description	CO_ppb_Description	PM25_ugm3_Description	PM25_sulfate_ugm3_Description	PM25_nitrate_ugm3_Description	Extreme_Precipitation_Event_Rate_Description	Precipitation_Impact_Rate_Description	Precipitation_Variability_Description
new york	2014	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new york	2013	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
north carolina	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
north carolina	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
north carolina	2021	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
north carolina	2020	Moderate Witnesses	Little Evidence	Some Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
north carolina	2018	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases		Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
north carolina	2016	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
north carolina	2014	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
north carolina	2013	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2024	Few Witnesses	Little Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents																				
ohio	2023	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2021	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2020	Many Witnesses	Strong Evidence	Strong Evidence	Frequent Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Frequent Paranormal Activity				Moderate Homicide Rate	Moderate Cases	High Prevalence	High Prevalence	Moderate Cases	High Prevalence	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2019	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Long daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Few Homicides	High Prevalence	High Prevalence	High Prevalence	High Prevalence	High Prevalence	Moderate Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2018	Moderate Witnesses	Some Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Few Homicides	Moderate Cases	High Prevalence	High Prevalence	Moderate Cases	High Prevalence	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2017	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Few Homicides	Moderate Cases	High Prevalence	High Prevalence	Moderate Cases	High Prevalence	Few Reported Cases	Moderate Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2016	Moderate Witnesses	Strong Evidence	Some Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Frequent Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2014	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Poor Air Quality	Poor Air Quality	Poor Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
ohio	2013	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Poor Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
oklahoma	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
oklahoma	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Poor Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
oklahoma	2021	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
oklahoma	2020	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
oklahoma	2019	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Low Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Moderate Precipitation Impact	Moderate Variability
oklahoma	2016	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Low Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
oklahoma	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Low Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Moderate Precipitation Impact	Moderate Variability
oklahoma	2014	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Good Air Quality	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
oregon	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
oregon	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Moderate Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Good Air Quality	Good Air Quality	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
oregon	2020	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Good Air Quality	Good Air Quality	Moderate Air Pollution	Poor Air Quality	Poor Air Quality	Good Air Quality	Stable Weather Patterns	Moderate Precipitation Impact	Extreme Weather Variability
oregon	2019	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Good Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
oregon	2018	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Good Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
oregon	2016	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides								Good Air Quality	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Moderate Precipitation Impact	Extreme Weather Variability
oregon	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides								Good Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	High Precipitation Impact	Extreme Weather Variability
oregon	2013	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Good Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Good Air Quality	Stable Weather Patterns	Moderate Precipitation Impact	Moderate Variability
pennsylvania	2024	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
pennsylvania	2023	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2022	Moderate Witnesses	Little Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Few Homicides	Moderate Cases	High Prevalence	High Prevalence	Moderate Cases	Moderate Cases	Few Reported Cases	High Prevalence	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2021	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Few Homicides	Moderate Cases	High Prevalence	High Prevalence	Moderate Cases	Moderate Cases	Few Reported Cases	High Prevalence	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2020	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Moderate Cases	High Prevalence	High Prevalence	High Prevalence	High Prevalence	Few Reported Cases	High Prevalence	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2019	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate	Moderate Cases	High Prevalence	High Prevalence	High Prevalence	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2018	Few Witnesses	Little Evidence	Little Evidence	Frequent Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate	Moderate Cases	High Prevalence	High Prevalence	High Prevalence	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2016	Moderate Witnesses	Strong Evidence	Some Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2014	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Poor Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
pennsylvania	2013	Few Witnesses	Little Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Good Air Quality	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
rhode island	2024	Few Witnesses	Little Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events		Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
rhode island	2021	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality		Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Extreme Weather Variability
south carolina	2020	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				High Homicide Rate								Good Air Quality	Good Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
south carolina	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate								Moderate Air Pollution	Good Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Moderate Precipitation Impact	Moderate Variability
south carolina	2014	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				High Homicide Rate								Moderate Air Pollution	Good Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
south dakota	2021	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Poor Air Quality	Good Air Quality	Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Extreme Weather Variability
tennessee	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
tennessee	2023	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Long daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				High Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
tennessee	2021	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				High Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
